request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01k7msw0ykepx90ss83ew6w5b0,1760561071059,429,0,0.00585,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01k771f42sfjcvbgtxhg7rf6ej` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 196594, Requested 4179. Please try again in 5m33.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01k7msvzz5epvtjp8jav03n3cb,1760561070053,429,0,0.005305,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01k771f42sfjcvbgtxhg7rf6ej` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 196597, Requested 4179. Please try again in 5m35.232s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01k7msvyzjepvbnq4f078jz5k5,1760561069042,429,0,0.009339,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01k771f42sfjcvbgtxhg7rf6ej` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 196599, Requested 4179. Please try again in 5m36.096s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01k7msvxmgepsa7e0bqz0kgtm6,1760561067664,200,0.164656,1.377823,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3898,3898,0,0,526
req_01k7msvq5gepbsxkxhv1g40x24,1760561061040,200,0.14253,3.07902,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3015,3015,0,0,1280
req_01k7msvj7mep2s15c5b118dmdn,1760561055988,200,0.090879,2.570385,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1484,1484,0,0,1083
req_01k7msvfnzenzvc09hjf1p5ptv,1760561053375,200,0.061991,1.81674,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,774
req_01k7msvfm4enzs11cfb4s1dtjk,1760561053316,200,0.051252,0.058183,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7msvfkyenzr32w7f4w2v8j6,1760561053310,429,0,18.762643,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01k771f42sfjcvbgtxhg7rf6ej` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 196592, Requested 4179. Please try again in 5m33.072s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"compound\"}"
req_01k7msmmjmec6tn8pd46rpc9h5,1760560829012,200,0.32897,2.208634,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,1591,1591,0,0,909
req_01k7msmkqvec5r3ttvcvs8196x,1760560828155,200,0.088467,0.855748,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1479,1479,0,0,334
req_01k7msme5pec08j4bhpxhtsf9j,1760560822454,200,0.062526,1.358819,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,555
req_01k7msme3wec0bfsft8mvd5yf3,1760560822396,200,0.050251,0.05727,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7msme3kec0bz04atfh0w92k,1760560822387,200,0,8.83322,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7msb693fpr8fchzvhb62952,1760560519459,200,0.059373,22.571918,openai/gpt-oss-20b,key_01k772pd4bfhjs38m0fez8w0bb,232387,75971,156416,0,3807
req_01k7msafbpe13r771bccxctpvn,1760560495990,400,0,0.000335,llama-3.1-8b-instant,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0,"{\"code\":\"\",\"message\":\"tools[0].type must be one of [function, mcp]\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01k7mrcjqwen8a3qp6ct6x45t4,1760559516412,200,0.079195,30.609183,openai/gpt-oss-20b,key_01k772pd4bfhjs38m0fez8w0bb,382233,153881,228352,0,3804
req_01k7mqnnq0eqqt4rsxg2gv49hs,1760558765792,200,0.079625,27.134507,openai/gpt-oss-20b,key_01k772pd4bfhjs38m0fez8w0bb,272002,220546,51456,0,3755
req_01k7mqcjhnecrvbcaexfvs90vv,1760558467637,200,0.233108,51.88221,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,253372,253372,0,0,2160
req_01k7mqbvzbebx8jpvsmt7rt1gj,1760558444523,500,0.202021,22.626255,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,36367,36367,0,0,794,"{\"code\":\"\",\"message\":\"Internal Server Error\",\"param\":\"\",\"type\":\"internal_server_error\"}"
req_01k7mpzqfgfz4bynxc2gmj7brm,1760558046704,200,0.084075,48.982232,openai/gpt-oss-20b,key_01k772pd4bfhjs38m0fez8w0bb,450558,371198,79360,0,3981
req_01k7mpnfwne71szqxhjfz2z6zn,1760557711253,200,0.07612,59.607893,openai/gpt-oss-20b,key_01k772pd4bfhjs38m0fez8w0bb,419850,353034,66816,0,2277
req_01k7mkcv16e3rseg3br7st6mgf,1760554282022,200,2.182934,3.374712,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,4170,4170,0,0,595
req_01k7mkcsgye3razxspm49rv7qk,1760554280478,200,0.165703,1.543689,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3826,3826,0,0,604
req_01k7mkcjr6e3pamxkj5v6bgjj9,1760554273542,200,0.125324,3.208506,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,2574,2574,0,0,1347
req_01k7mkcch6e3mv02fx9t44dta5,1760554267174,200,0.083145,3.53139,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1306,1306,0,0,1468
req_01k7mkca8we3gtyvff2nm7vwhy,1760554264860,200,0.064961,1.551539,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,635
req_01k7mkca72e3gr4agab6t0fat5,1760554264802,200,0.050644,0.057631,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mkca70e3gtk74ggj94gnnd,1760554264800,200,0,20.59711,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mk1av6fkvtn9hf44n4dmpp,1760553904998,200,0.37932,2.090339,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,1638,1638,0,0,808
req_01k7mk197vfkvvg28rqg9wspfv,1760553903355,400,0.31195,0.641232,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,1638,1638,0,0,155,"{\"code\":\"tool_use_failed\",\"message\":\"Tool choice is none, but model called a tool\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01k7mk17w4fkvrqz0q8m3ffjqy,1760553901956,200,0.085521,1.399061,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1310,1310,0,0,557
req_01k7mk15yxfkva850cmgzxtth4,1760553899997,200,0.06877,1.159669,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,431
req_01k7mk15wgfkv97qmtn754fz5n,1760553899920,200,0.069858,0.076864,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mk15wcfkv8rcx91m22jm7h,1760553899916,200,0,7.173431,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mjwffjfy1t12gygb1tv2yp,1760553745906,200,0.550008,1.810859,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,4237,4237,0,0,601
req_01k7mjwe0yfy1axbaq8g4kn6xk,1760553744414,200,0.201164,1.491264,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3993,3993,0,0,497
req_01k7mjw6yrfxz8xkwdx9rsw22s,1760553737176,200,0.301097,3.06797,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,2705,2705,0,0,1137
req_01k7mjw35vfxytmakqzxvgq8bp,1760553733307,200,0.083894,3.553381,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1310,1310,0,0,1367
req_01k7mjw1awfxyb1qp5db67f220,1760553731420,200,0.166377,1.131673,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,420
req_01k7mjw191fxy9x59744ezj62x,1760553731361,200,0.050485,0.05753,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mjw190fxy9htnhjn58abrh,1760553731360,200,0,16.357704,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mjrf8dfwwa23ffskvk0ws5,1760553614605,200,0.264908,1.5057589999999998,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,3690,3690,0,0,589
req_01k7mjres1fwvtxfqy3nwzkewm,1760553614113,200,0.162189,0.4909,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3792,3792,0,0,141
req_01k7mjr8d8fwqs0zc67bh8c786,1760553607592,200,0.126449,3.01599,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,2692,2692,0,0,1204
req_01k7mjr5anfwpv38jfpr649rqm,1760553604437,200,0.088061,2.801064,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1306,1306,0,0,1156
req_01k7mjr2v8fwpaj5en12xekgkh,1760553601896,200,0.06089,1.736688,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,718
req_01k7mjr2scfwpamasercrd7rse,1760553601836,200,0.052495,0.05952,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mjr2safwpaycja2jcjkgsa,1760553601834,200,0,14.277014,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mjj6ehfvdvnq2ajcd0hhjy,1760553408977,200,0.444385,1.6974200000000002,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,2616,2616,0,0,592
req_01k7mjj5kbfvdr95d5f98vzg0f,1760553408107,200,0.12738,0.869277,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,2529,2529,0,0,328
req_01k7mjj077fvd9m8070vqygmz9,1760553402599,200,0.089709,1.914828,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1310,1310,0,0,783
req_01k7mjhxh5fvcr3sak1rjzeamt,1760553399845,200,0.061617,1.97593,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,827
req_01k7mjhxfbfvcr4b6br096apj3,1760553399787,200,0.049994,0.057164,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mjhxf3fvct2fn9gvhwrnk6,1760553399779,200,0,10.895914,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mj83dhfegaw14f2ppt0aq8,1760553078193,200,0.36549,1.713975,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,3808,3808,0,0,632
req_01k7mj82whfeg8gctxwcp3b7rn,1760553077649,200,0.160107,0.542306,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,3889,3889,0,0,170
req_01k7mj7w4vfeet9p06z68rhb06,1760553070747,200,0.12651,2.905509,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,2699,2699,0,0,1196
req_01k7mj7pe4fee8dsmda23m2vwd,1760553064900,200,0.088127,3.166592,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1305,1305,0,0,1337
req_01k7mj7hyafed9qnneht88jgbx,1760553060298,200,0.063078,0.50181,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,588,588,0,0,192
req_01k7mj7hwefeda5f36a9tkzxcx,1760553060238,200,0.052608,0.059635,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,185,185,0,0,4
req_01k7mj7hwafed8h6xhk71636dm,1760553060234,200,0,19.67368,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
req_01k7mj01n5fcprx4d8ktfjf4pw,1760552814245,200,0.176544,4.506083,openai/gpt-oss-120b,key_01k772pd4bfhjs38m0fez8w0bb,1876,1876,0,0,2157
req_01k7mj00qkfcnrs3z8e6wv56bb,1760552813299,200,0.104806,0.944954,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,1764,1764,0,0,357
req_01k7mhzth3fcmrgphntfgr7h7z,1760552806947,200,0.061956,1.456918,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,530,530,0,0,616
req_01k7mhztf8fcmrdcz7qmt63xjq,1760552806888,200,0.051357,0.058232,meta-llama/llama-4-scout-17b-16e-instruct,key_01k772pd4bfhjs38m0fez8w0bb,127,127,0,0,4
req_01k7mhztexfcmsmb1q95bbztf9,1760552806877,200,0,11.874674,groq/compound,key_01k772pd4bfhjs38m0fez8w0bb,0,0,0,0,0
